Category,Nutrients_Comp,ProductName
"Fish, shellfish and products","Energy-109Kcal,Water-75.5g,Protein-21.5g,Fat-2.6g,CHO-0.0g,Fibre-0.0g,Ash-1.4g,Ca-25.0mg,P-231.0mg,Fe-0.5mg,Na-67.0mg,K-324.0mg,Retinol-22.0ug,Carotenes-0.0ug,Re-22.0ug,B1-0.1mg,B2-0.3mg,Niacin-3.2mg,C-0.0mg","Mackerel, barred Spanish (Tenggiri batang) ; Scomberomorus commersonii"
"Fish, shellfish and products","Energy-83Kcal,Water-74.7g,Protein-18g,Fat-1.0g,CHO-0.5g,Fibre-0.0g,Ash-1.3g,Ca-50.0mg,P-200.0mg,Fe-0.0mg,Na-97.0mg,K-209.0mg,Retinol-13.0ug,Carotenes-95.0ug,Re-29.0ug,B1-0.1mg,B2-0.1mg,Niacin-2.1mg,C-5.0mg",Lobster (Udang galah) ; Macrobrachium rosenbergi
"Fish, shellfish and products","Energy-101Kcal,Water-75.9g,Protein-19g,Fat-1.9g,CHO-1.9g,Fibre-0.0g,Ash-1.3g,Ca-18.0mg,P-217.0mg,Fe-1.1mg,Na-73.0mg,K-170.0mg,Retinol-18.0ug,Carotenes-0.0ug,Re-18.0ug,B1-0.0mg,B2-0.1mg,Niacin-1.9mg,C-0.0mg","Mackerel, Spanish (Tenggiri) ; Scomberomorus guttatus"
"Fish, shellfish and products","Energy-113Kcal,Water-76.1g,Protein-19.3g,Fat-4.0g,CHO-0.0g,Fibre-0.0g,Ash-1.2g,Ca-16.0mg,P-182.0mg,Fe-0.5mg,Na-123.0mg,K-316.0mg,Retinol-27.0ug,Carotenes-0.0ug,Re-27.0ug,B1-0.2mg,B2-0.1mg,Niacin-1.9mg,C-0.6mg","Pomfret, white (Bawal putih) ; Pampus argenteus"
"Fish, shellfish and products","Energy-97Kcal,Water-76.8g,Protein-18.7g,Fat-1.9g,CHO-1.2g,Fibre-0.0g,Ash-1.4g,Ca-34.0mg,P-211.0mg,Fe-0.4mg,Na-91.0mg,K-405.0mg,Retinol-19.0ug,Carotenes-0.0ug,Re-19.0ug,B1-0.1mg,B2-0.1mg,Niacin-2.7mg,C-0.0mg","Jewfish, silver (Gelama papan) ; Johnius (Preudosciaena) soldado"
"Fish, shellfish and products","Energy-95Kcal,Water-76.5g,Protein-20.3g,Fat-1.4g,CHO-0.4g,Fibre-0.0g,Ash-1.4g,Ca-39.0mg,P-237.0mg,Fe-0.5mg,Na-57.0mg,K-226.0mg,Retinol-48.0ug,Carotenes-0.0ug,Re-48.0ug,B1-0.3mg,B2-0.2mg,Niacin-4.2mg,C-0.0mg","Pomfret, black (Bawal hitam) ; Parastromateus niger"
"Fish, shellfish and products","Energy-86Kcal,Water-69g,Protein-3.3g,Fat-0.5g,CHO-17.1g,Fibre-0.0g,Ash-10.1g,Ca-17.0mg,P-30.0mg,Fe-0.5mg,Na-3,917.0mg,K-69.0mg,Retinol-6.0ug,Carotenes-0.0ug,Re-6.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.8mg,C-0.0mg","Oyster, sauce (Sos tiram)"
"Fish, shellfish and products","Energy-83Kcal,Water-78.1g,Protein-19.5g,Fat-0.1g,CHO-1.0g,Fibre-0.0g,Ash-1.3g,Ca-28.0mg,P-220.0mg,Fe-0.4mg,Na-76.0mg,K-416.0mg,Retinol-14.0ug,Carotenes-0.0ug,Re-14.0ug,B1-0.2mg,B2-0.2mg,Niacin-2.4mg,C-0.0mg","Perch, Giant Sea (Siakap) ; Lates calcarifer"
"Fish, shellfish and products","Energy-83Kcal,Water-78.2g,Protein-19.8g,Fat-0.2g,CHO-0.5g,Fibre-0.0g,Ash-1.3g,Ca-39.0mg,P-211.0mg,Fe-0.4mg,Na-84.0mg,K-365.0mg,Retinol-29.0ug,Carotenes-0.0ug,Re-29.0ug,B1-0.0mg,B2-0.1mg,Niacin-3.1mg,C-0.0mg",Painted sweetlip (Kaci) ; Spilotichthys pictus
"Fish, shellfish and products","Energy-102Kcal,Water-74.8g,Protein-20.4g,Fat-1.3g,CHO-2.1g,Fibre-0.0g,Ash-1.4g,Ca-64.0mg,P-277.0mg,Fe-2.5mg,Na-72.0mg,K-263.0mg,Retinol-29.0ug,Carotenes-0.0ug,Re-29.0ug,B1-0.1mg,B2-0.3mg,Niacin-3.6mg,C-0.0mg","Scad, hairtail (Cincaru) ; Megalaspis cordyla"
"Fish, shellfish and products","Energy-94Kcal,Water-76.2g,Protein-20.5g,Fat-1.1g,CHO-0.6g,Fibre-0.0g,Ash-1.6g,Ca-146.0mg,P-319.0mg,Fe-0.7mg,Na-81.0mg,K-331.0mg,Retinol-14.0ug,Carotenes-0.0ug,Re-14.0ug,B1-0.2mg,B2-0.1mg,Niacin-3.8mg,C-1.2mg",Queenfish (Talang) ; Chorinemus lysan
"Fish, shellfish and products","Energy-118Kcal,Water-73.7g,Protein-21.5g,Fat-3.5g,CHO-0.0g,Fibre-0.0g,Ash-1.4g,Ca-77.0mg,P-274.0mg,Fe-1.3mg,Na-97.0mg,K-318.0mg,Retinol-24.0ug,Carotenes-0.0ug,Re-24.0ug,B1-0.1mg,B2-0.3mg,Niacin-4.2mg,C-0.0mg",Sardine (Pucuk tamban) ; Clupeoides spp.
"Fish, shellfish and products","Energy-93Kcal,Water-76.8g,Protein-20.6g,Fat-1.1g,CHO-0.2g,Fibre-0.0g,Ash-1.3g,Ca-77.0mg,P-101.0mg,Fe-1.1mg,Na-52.0mg,K-300.0mg,Retinol-30.0ug,Carotenes-0.0ug,Re-30.0ug,B1-0.1mg,B2-0.1mg,Niacin-3.2mg,C-0.9mg","Scad, one-finlet (Selar gelek) ; Selar (Atule) mate"
"Fish, shellfish and products","Energy-88Kcal,Water-78.4g,Protein-19.1g,Fat-1.2g,CHO-0.1g,Fibre-0.0g,Ash-1.2g,Ca-32.0mg,P-197.0mg,Fe-0.5mg,Na-105.0mg,K-280.0mg,Retinol-15.0ug,Carotenes-0.0ug,Re-15.0ug,B1-0.1mg,B2-0.1mg,Niacin-0.2mg,C-0.0mg",Ribbonfish (Timah) ; Trichiurus haumela
"Fish, shellfish and products","Energy-353Kcal,Water-9g,Protein-37.5g,Fat-0.8g,CHO-49.0g,Fibre-0.2g,Ash-3.5g,Ca-51.4mg,P-363.6mg,Fe-4.6mg,Na-922.5mg,K-270.9mg,Retinol-44.0ug,Carotenes-9.0ug,Re-46.0ug,B1-0.0mg,B2-0.1mg,Niacin-2.9mg,C-1.2mg",Prepared cuttlefish snack (brand K) (Snek sotong)
"Fish, shellfish and products","Energy-75Kcal,Water-80.5g,Protein-17.2g,Fat-0.3g,CHO-0.9g,Fibre-0.0g,Ash-1.1g,Ca-60.0mg,P-222.0mg,Fe-1.0mg,Na-105.0mg,K-186.0mg,Retinol-31.0ug,Carotenes-0.0ug,Re-31.0ug,B1-0.1mg,B2-0.0mg,Niacin-2.7mg,C-0.0mg","Prawn, pink (Udang merah ros) ; Metapenaeus affinis"
"Fish, shellfish and products","Energy-111Kcal,Water-74.7g,Protein-22.3g,Fat-2.4g,CHO-0.0g,Fibre-0.0g,Ash-1.5g,Ca-123.0mg,P-297.0mg,Fe-1.3mg,Na-53.0mg,K-339.0mg,Retinol-120.0ug,Carotenes-0.0ug,Re-120.0ug,B1-0.2mg,B2-0.1mg,Niacin-3.6mg,C-2.4mg","Scad, round (Selayang) ; Decapterus russelli"
"Fish, shellfish and products","Energy-424Kcal,Water-3.3g,Protein-6.2g,Fat-9.8g,CHO-77.7g,Fibre-0.0g,Ash-3.0g,Ca-93.5mg,P-97.9mg,Fe-1.1mg,Na-749.9mg,K-115.6mg,Retinol-58.0ug,Carotenes-0.0ug,Re-58.0ug,B1-0.0mg,B2-0.1mg,Niacin-1.0mg,C-7.0mg",Prawn crackers (Keropok udang)
"Fish, shellfish and products","Energy-87Kcal,Water-78.9g,Protein-18.4g,Fat-1.5g,CHO-0.0g,Fibre-0.0g,Ash-1.2g,Ca-36.0mg,P-189.0mg,Fe-1.4mg,Na-20.0mg,K-323.0mg,Retinol-45.0ug,Carotenes-0.0ug,Re-45.0ug,B1-0.1mg,B2-0.2mg,Niacin-2.3mg,C-1.4mg",Snakehead (Haruan) ; Ophicephalus (Channa) striatus
"Fish, shellfish and products","Energy-132Kcal,Water-74.1g,Protein-19.7g,Fat-5.9g,CHO-0.0g,Fibre-0.0g,Ash-1.7g,Ca-105.0mg,P-260.0mg,Fe-0.8mg,Na-124.0mg,K-358.0mg,Retinol-33.0ug,Carotenes-0.0ug,Re-33.0ug,B1-0.0mg,B2-0.3mg,Niacin-2.1mg,C-0.0mg","Shad, gizzard (Selangat) ; Anodontostoma chacunda"
"Fish, shellfish and products","Energy-87Kcal,Water-78.3g,Protein-20g,Fat-0.8g,CHO-0.0g,Fibre-0.0g,Ash-1.4g,Ca-30.0mg,P-227.0mg,Fe-0.4mg,Na-95.0mg,K-381.0mg,Retinol-18.0ug,Carotenes-0.0ug,Re-18.0ug,B1-0.1mg,B2-0.2mg,Niacin-2.5mg,C-0.0mg","Sea pike, blunt-jawed (Kacang-kacang) ; Sphyraena obtusata"
"Fish, shellfish and products","Energy-80Kcal,Water-79.4g,Protein-18.2g,Fat-0.5g,CHO-0.6g,Fibre-0.0g,Ash-1.3g,Ca-59.0mg,P-176.0mg,Fe-1.5mg,Na-134.0mg,K-188.0mg,Retinol-40.0ug,Carotenes-154.0ug,Re-66.0ug,B1-0.1mg,B2-0.1mg,Niacin-2.3mg,C-0.0mg","Shrimp, smooth shell (Udang minyak) ; Parapeneopsis tenella"
"Fish, shellfish and products","Energy-161Kcal,Water-43.1g,Protein-28.7g,Fat-2.1g,CHO-6.8g,Fibre-0.0g,Ash-19.3g,Ca-1,812.0mg,P-306.0mg,Fe-11.5mg,Na-1,430.0mg,K-706.0mg,Retinol-437.0ug,Carotenes-0.0ug,Re-437.0ug,B1-0.1mg,B2-0.0mg,Niacin-2.8mg,C-0.0mg",Shrimp paste (Belacan)
"Fish, shellfish and products","Energy-100Kcal,Water-76.7g,Protein-20.8g,Fat-1.9g,CHO-0.0g,Fibre-0.0g,Ash-1.1g,Ca-46.0mg,P-187.0mg,Fe-0.6mg,Na-82.0mg,K-217.0mg,Retinol-27.0ug,Carotenes-0.0ug,Re-27.0ug,B1-0.0mg,B2-0.2mg,Niacin-3.4mg,C-0.0mg","Trevally, Malabar (Rambai) ; Carangoides malabaricus"
"Fish, shellfish and products","Energy-90Kcal,Water-77.7g,Protein-19.7g,Fat-1.0g,CHO-0.5g,Fibre-0.0g,Ash-1.1g,Ca-14.0mg,P-181.0mg,Fe-0.9mg,Na-51.0mg,K-286.0mg,Retinol-8.0ug,Carotenes-0.0ug,Re-8.0ug,B1-0.1mg,B2-0.0mg,Niacin-2.8mg,C-1.2mg",Threadfin (Kurau) ; Polynemus indicus
"Fish, shellfish and products","Energy-104Kcal,Water-75.6g,Protein-25.6g,Fat-0.2g,CHO-0.0g,Fibre-0.0g,Ash-1.1g,Ca-13.0mg,P-219.0mg,Fe-0.4mg,Na-74.0mg,K-300.0mg,Retinol-12.0ug,Carotenes-0.0ug,Re-12.0ug,B1-0.0mg,B2-0.1mg,Niacin-3.3mg,C-1.2mg","Shark, dog (Yu pasir) ; Scoliodon sorrakowah"
"Fish, shellfish and products","Energy-85Kcal,Water-78.7g,Protein-18.9g,Fat-1.0g,CHO-0.0g,Fibre-0.0g,Ash-1.4g,Ca-56.0mg,P-195.0mg,Fe-0.4mg,Na-183.0mg,K-314.0mg,Retinol-24.0ug,Carotenes-0.0ug,Re-24.0ug,B1-0.0mg,B2-0.1mg,Niacin-2.5mg,C-0.0mg","Shad, slender (Beliak mata) ; Ilisha elongata"
"Fish, shellfish and products","Energy-178Kcal,Water-44.8g,Protein-40.1g,Fat-1.9g,CHO-0.0g,Fibre-0.0g,Ash-15.3g,Ca-112.0mg,P-166.0mg,Fe-1.0mg,Na-3,158.0mg,K-122.0mg,Retinol-44.0ug,Carotenes-0.0ug,Re-44.0ug,B1-0.1mg,B2-0.2mg,Niacin-3.9mg,C-0.0mg","Threadfin, dried (Kurau, kering)"
"Fish, shellfish and products","Energy-75Kcal,Water-80.1g,Protein-18.5g,Fat-0.1g,CHO-0.0g,Fibre-0.0g,Ash-1.4g,Ca-23.0mg,P-80.0mg,Fe-0.7mg,Na-173.0mg,K-311.0mg,Retinol-23.0ug,Carotenes-0.0ug,Re-23.0ug,B1-0.0mg,B2-0.0mg,Niacin-2.9mg,C-0.0mg",Starry triggerfish (Jebong) ; Abalistes stellaris
Milk and milk products,"Energy-298Kcal,Water-42.4g,Protein-21.9g,Fat-17.7g,CHO-12.7g,Fibre-0.0g,Ash-5.3g,Ca-271.0mg,P-400.0mg,Fe-0.7mg,Na-1,233.0mg,K-74.0mg,Retinol-33.0ug,Carotenes-28.0ug,Re-38.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.2mg,C-0.4mg","Cheese, processed, cheddar, canned (Keju, dalam tin)"
Milk and milk products,"Energy-753Kcal,Water-8.9g,Protein-1g,Fat-79.2g,CHO-9.1g,Fibre-0.0g,Ash-1.8g,Ca-16.0mg,P-33.0mg,Fe-0.5mg,Na-609.0mg,K-24.0mg,Retinol-150.0ug,Carotenes-305.0ug,Re-201.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.1mg,C-0.4mg",Butter (Mentega)
"Fish, shellfish and products","Energy-106Kcal,Water-75.8g,Protein-20.8g,Fat-2.3g,CHO-0.0g,Fibre-0.0g,Ash-1.3g,Ca-20.0mg,P-128.0mg,Fe-0.6mg,Na-85.0mg,K-271.0mg,Retinol-37.0ug,Carotenes-0.0ug,Re-37.0ug,B1-0.1mg,B2-0.1mg,Niacin-3.4mg,C-0.0mg","Snapper, red (Merah) ; Lutianus argentimaculatus"
Milk and milk products,"Energy-267Kcal,Water-57.4g,Protein-3.1g,Fat-20.0g,CHO-18.6g,Fibre-0.0g,Ash-0.9g,Ca-127.0mg,P-113.0mg,Fe-0.2mg,Na-80.0mg,K-153.0mg,Retinol-54.0ug,Carotenes-32.0ug,Re-59.0ug,B1-0.0mg,B2-0.3mg,Niacin-0.7mg,C-2.4mg","Yoghurt, apricot flavour (Yogurt, berperisa aprikot)"
"Fish, shellfish and products","Energy-106Kcal,Water-75.5g,Protein-21.4g,Fat-2.3g,CHO-0.0g,Fibre-0.0g,Ash-1.4g,Ca-54.0mg,P-260.0mg,Fe-0.9mg,Na-43.0mg,K-391.0mg,Retinol-18.0ug,Carotenes-2.0ug,Re-18.0ug,B1-0.1mg,B2-0.2mg,Niacin-3.4mg,C-0.0mg","Trevally, yellow-banded (Selar kuning) ; Selaroides leptolepis"
Milk and milk products,"Energy-73Kcal,Water-85.3g,Protein-3.5g,Fat-3.4g,CHO-7.1g,Fibre-0.0g,Ash-0.7g,Ca-109.0mg,P-93.0mg,Fe-0.1mg,Na-36.0mg,K-98.0mg,Retinol-26.0ug,Carotenes-0.0ug,Re-26.0ug,B1-0.0mg,B2-0.4mg,Niacin-0.8mg,C-0.0mg","Milk, UHT, full cream, recombined (Susu UHT, penuh krim, campuran)"
Milk and milk products,"Energy-335Kcal,Water-25.6g,Protein-8.8g,Fat-8.9g,CHO-54.9g,Fibre-0.0g,Ash-1.8g,Ca-330.0mg,P-216.0mg,Fe-0.3mg,Na-125.0mg,K-6.0mg,Retinol-224.0ug,Carotenes-46.0ug,Re-232.0ug,B1-0.6mg,B2-0.5mg,Niacin-0.2mg,C-1.4mg","Milk, sweetened, condensed (Susu pekat manis)"
Milk and milk products,"Energy-502Kcal,Water-2.8g,Protein-14.8g,Fat-24.9g,CHO-54.7g,Fibre-0.0g,Ash-2.8g,Ca-443.0mg,P-323.0mg,Fe-6.9mg,Na-188.0mg,K-486.0mg,Retinol-471.0ug,Carotenes-116.0ug,Re-490.0ug,B1-0.7mg,B2-1.1mg,Niacin-5.7mg,C-48.0mg","Milk, powder, infant formula (Susu tepung bayi)"
Milk and milk products,"Energy-352Kcal,Water-7.6g,Protein-25.1g,Fat-2.6g,CHO-57.0g,Fibre-0.0g,Ash-7.7g,Ca-1,169.0mg,P-930.0mg,Fe-0.4mg,Na-477.0mg,K-1,148.0mg,Retinol-22.0ug,Carotenes-0.0ug,Re-22.0ug,B1-0.5mg,B2-2.9mg,Niacin-0.5mg,C-1.5mg","Milk, powder, skim (Susu tepung skim)"
Milk and milk products,"Energy-65Kcal,Water-88.4g,Protein-3.2g,Fat-4.3g,CHO-3.4g,Fibre-0.0g,Ash-0.7g,Ca-106.0mg,P-82.0mg,Fe-0.5mg,Na-12.0mg,K-68.0mg,Retinol-32.0ug,Carotenes-0.0ug,Re-32.0ug,B1-0.0mg,B2-0.2mg,Niacin-0.4mg,C-0.9mg","Milk, cow, fresh (Susu lembu segar)"
Milk and milk products,"Energy-339Kcal,Water-25.4g,Protein-8.7g,Fat-9.4g,CHO-54.8g,Fibre-0.0g,Ash-1.7g,Ca-324.0mg,P-217.0mg,Fe-0.3mg,Na-135.0mg,K-6.0mg,Retinol-141.0ug,Carotenes-0.0ug,Re-141.0ug,B1-0.7mg,B2-0.7mg,Niacin-0.2mg,C-1.2mg","Milk, filled (Susu isian)"
Milk and milk products,"Energy-883Kcal,Water-0.6g,Protein-0.4g,Fat-97.6g,CHO-0.8g,Fibre-0.0g,Ash-0.6g,Ca-10.0mg,P-1.0mg,Fe-1.8mg,Na-30.0mg,K-27.0mg,Retinol-497.0ug,Carotenes-296.0ug,Re-546.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.7mg,C-2.5mg",Ghee (Minyak sapi)
Miscellaneous,"Energy-500Kcal,Water-2.2g,Protein-5.1g,Fat-22.7g,CHO-68.9g,Fibre-0.1g,Ash-1.0g,Ca-75.0mg,P-90.0mg,Fe-2.5mg,Na-153.0mg,K-97.0mg,Retinol-33.0ug,Carotenes-0.0ug,Re-33.0ug,B1-0.1mg,B2-0.2mg,Niacin-1.4mg,C-3.3mg",Chocolate wafer (Wafer coklat)
Miscellaneous,"Energy-549Kcal,Water-1.7g,Protein-7.4g,Fat-32.8g,CHO-56.0g,Fibre-0.0g,Ash-2.1g,Ca-222.0mg,P-215.0mg,Fe-1.8mg,Na-84.0mg,K-340.0mg,Retinol-94.0ug,Carotenes-45.0ug,Re-102.0ug,B1-0.1mg,B2-0.4mg,Niacin-0.4mg,C-0.0mg","Chocolate, milk (Coklat susu)"
Miscellaneous,"Energy-459Kcal,Water-1.4g,Protein-7.6g,Fat-13.8g,CHO-76.1g,Fibre-0.3g,Ash-0.8g,Ca-24.0mg,P-74.9mg,Fe-2.6mg,Na-151.4mg,K-140.1mg,Retinol-19.0ug,Carotenes-2.0ug,Re-19.0ug,B1-0.0mg,B2-0.3mg,Niacin-4.0mg,C-0.0mg",Chocolate biscuit (Biskut coklat)
Miscellaneous,"Energy-215Kcal,Water-18g,Protein-10g,Fat-3.3g,CHO-36.4g,Fibre-22.1g,Ash-10.2g,Ca-1,631.0mg,P-139.0mg,Fe-19.9mg,Na-13.0mg,K-1,175.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.2mg,Niacin-1.9mg,C-0.0mg",Cardamom (Buah pelaga) ; Elettaria cardamomum
Beverages,"Energy-392Kcal,Water-0.9g,Protein-0.1g,Fat-0.0g,CHO-97.8g,Fibre-0.0g,Ash-1.2g,Ca-12.0mg,P-18.0mg,Fe-0.2mg,Na-91.0mg,K-236.0mg,Retinol-0.0ug,Carotenes-150.0ug,Re-25.0ug,B1-0.1mg,B2-0.0mg,Niacin-0.5mg,C-49.9mg","Orange flavoured drink, powder (Serbuk minuman berperisa oren)"
Miscellaneous,"Energy-334Kcal,Water-11g,Protein-19.1g,Fat-24.7g,CHO-8.9g,Fibre-28.1g,Ash-8.2g,Ca-756.0mg,P-383.0mg,Fe-60.5mg,Na-107.0mg,K-1,920.0mg,Retinol-0.0ug,Carotenes-163.0ug,Re-27.0ug,B1-0.4mg,B2-0.3mg,Niacin-4.8mg,C-0.0mg","Anise seed, dried (Jintan manis) ; Pimpinella anisum"
Oils and fats,"Energy-900Kcal,Water-0g,Protein-0g,Fat-100.0g,CHO-0.0g,Fibre-0.0g,Ash-0.0g,Ca-0.0mg,P-0.0mg,Fe-0.0mg,Na-0.0mg,K-0.0mg,Retinol-0.0ug,Carotenes-57,100.0ug,Re-9,520.0ug,B1-0.1mg,B2-0.0mg,Niacin-0.0mg,C-0.0mg","Oil, palm, crude (Minyak sawit mentah) ; Elaeis guineensis"
Beverages,"Energy-341Kcal,Water-4.6g,Protein-11.8g,Fat-0.1g,CHO-73.2g,Fibre-0.0g,Ash-10.3g,Ca-179.0mg,P-383.0mg,Fe-0.2mg,Na-113.0mg,K-360.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.2mg,Niacin-30.6mg,C-0.0mg","Coffee powder, instant (Serbuk kopi segera)"
Beverages,"Energy-395Kcal,Water-5.9g,Protein-12.7g,Fat-6.9g,CHO-70.4g,Fibre-0.0g,Ash-4.1g,Ca-370.0mg,P-431.0mg,Fe-6.1mg,Na-148.0mg,K-677.0mg,Retinol-711.0ug,Carotenes-0.0ug,Re-711.0ug,B1-1.9mg,B2-1.8mg,Niacin-13.0mg,C-65.0mg",Malted milk powder (Tepung susu bermalt)
Oils and fats,"Energy-900Kcal,Water-0g,Protein-0g,Fat-100.0g,CHO-0.0g,Fibre-0.0g,Ash-0.0g,Ca-6.0mg,P-0.0mg,Fe-0.7mg,Na-3.0mg,K-0.0mg,Retinol-172.0ug,Carotenes-528.0ug,Re-260.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.1mg,C-0.0mg",Vanaspati (Vanaspati)
Oils and fats,"Energy-900Kcal,Water-0g,Protein-0g,Fat-100.0g,CHO-0.0g,Fibre-0.0g,Ash-0.0g,Ca-6.0mg,P-0.0mg,Fe-0.6mg,Na-2.0mg,K-0.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.4mg,C-0.0mg","Oil, corn (Minyak jagung)"
Oils and fats,"Energy-891Kcal,Water-0g,Protein-0g,Fat-100.0g,CHO-0.0g,Fibre-0.0g,Ash-0.0g,Ca-14.0mg,P-0.0mg,Fe-1.2mg,Na-7.0mg,K-0.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.0mg,Niacin-5.0mg,C-0.0mg","Oil, olive (Minyak zaitun) ; Olea europaea"
Oils and fats,"Energy-731.9Kcal,Water-15.2g,Protein-0.7g,Fat-80.3g,CHO-1.6g,Fibre-0.0g,Ash-2.2g,Ca-13.0mg,P-23.0mg,Fe-0.3mg,Na-384.0mg,K-23.0mg,Retinol-478.0ug,Carotenes-797.0ug,Re-611.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.2mg,C-0.6mg",Margarine (Marjerin)
Miscellaneous,"Energy-113Kcal,Water-60.2g,Protein-9.7g,Fat-1.7g,CHO-14.7g,Fibre-10.3g,Ash-3.4g,Ca-760.0mg,P-60.0mg,Fe-3.1mg,Na-9.0mg,K-450.0mg,Retinol-0.0ug,Carotenes-4,833.0ug,Re-806.0ug,B1-0.0mg,B2-0.4mg,Niacin-0.5mg,C-12.6mg",Curry leaf (Karrupillay) ; Murray koenigii
Miscellaneous,"Energy-349Kcal,Water-13g,Protein-12.7g,Fat-14.8g,CHO-41.3g,Fibre-12.5g,Ash-5.7g,Ca-664.0mg,P-704.0mg,Fe-29.9mg,Na-21.0mg,K-929.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.6mg,B2-0.2mg,Niacin-5.9mg,C-0.0mg","Cumin seeds, black (Jintan hitam) ; Nigella sativa"
Miscellaneous,"Energy-0Kcal,Water-3.6g,Protein-0g,Fat-0.0g,CHO-0.0g,Fibre-0.0g,Ash-99.0g,Ca-31.0mg,P-0.0mg,Fe-0.8mg,Na-39,173.0mg,K-109.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.0mg,C-0.0mg","Salt, table (Garam)"
Miscellaneous,"Energy-279Kcal,Water-9.6g,Protein-11.1g,Fat-0.3g,CHO-58.0g,Fibre-12.5g,Ash-8.5g,Ca-605.0mg,P-371.0mg,Fe-34.5mg,Na-93.0mg,K-1,819.0mg,Retinol-0.0ug,Carotenes-77.0ug,Re-13.0ug,B1-0.0mg,B2-0.3mg,Niacin-0.0mg,C-0.0mg",Coriander seeds (Ketumbar) ; Coriandrum sativum
Miscellaneous,"Energy-362Kcal,Water-10.9g,Protein-9.8g,Fat-2.6g,CHO-74.9g,Fibre-1.0g,Ash-0.8g,Ca-732.0mg,P-44.0mg,Fe-4.6mg,Na-4.0mg,K-102.0mg,Retinol-0.0ug,Carotenes-24.0ug,Re-4.0ug,B1-0.1mg,B2-0.1mg,Niacin-2.6mg,C-0.0mg","Pepper, powder, white (Serbuk lada putih) ; Piper nigrum"
Miscellaneous,"Energy-483Kcal,Water-6.5g,Protein-7.3g,Fat-23.4g,CHO-60.9g,Fibre-0.2g,Ash-1.7g,Ca-178.0mg,P-184.0mg,Fe-2.1mg,Na-75.0mg,K-351.0mg,Retinol-27.0ug,Carotenes-0.0ug,Re-27.0ug,B1-0.1mg,B2-0.1mg,Niacin-0.0mg,C-2.7mg","Chocolate, raisin (Coklat berkismis)"
Miscellaneous,"Energy-238Kcal,Water-26.2g,Protein-2.7g,Fat-0.4g,CHO-55.8g,Fibre-8.1g,Ash-6.8g,Ca-117.0mg,P-63.0mg,Fe-3.7mg,Na-4,231.0mg,K-534.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.1mg,B2-0.1mg,Niacin-0.7mg,C-6.6mg","Tamarind, paste (Asam Jawa) ; Tamarindus indica"
Miscellaneous,"Energy-547Kcal,Water-6.6g,Protein-31.9g,Fat-39.9g,CHO-15.1g,Fibre-3.4g,Ash-3.1g,Ca-407.0mg,P-205.0mg,Fe-7.4mg,Na-6.0mg,K-635.0mg,Retinol-0.0ug,Carotenes-225.0ug,Re-38.0ug,B1-0.5mg,B2-0.2mg,Niacin-7.5mg,C-10.8mg","Mustard powder, tinned (Serbuk biji sawi dalam tin)"
Miscellaneous,"Energy-377Kcal,Water-2.5g,Protein-2.2g,Fat-2.6g,CHO-86.2g,Fibre-0.0g,Ash-6.5g,Ca-53.6mg,P-38.2mg,Fe-9.0mg,Na-35.5mg,K-117.1mg,Retinol-15.0ug,Carotenes-0.0ug,Re-15.0ug,B1-0.0mg,B2-0.1mg,Niacin-1.1mg,C-4.7mg",Milk chocolate beans (Butiran coklat bersusu)
Cereal based dishes,"Energy-259Kcal,Water-43.7g,Protein-5.5g,Fat-8.0g,CHO-41.3g,Fibre-0.7g,Ash-0.8g,Ca-63.0mg,P-116.0mg,Fe-2.0mg,Na-60.0mg,K-23.0mg,Retinol-6.0ug,Carotenes-0.0ug,Re-6.0ug,B1-0.0mg,B2-0.2mg,Niacin-0.9mg,C-0.0mg",(Putu bambu)
Cereal based dishes,"Energy-241Kcal,Water-48.3g,Protein-5.1g,Fat-8.0g,CHO-37.1g,Fibre-0.2g,Ash-1.3g,Ca-11.0mg,P-150.0mg,Fe-1.0mg,Na-231.0mg,K-19.0mg,Retinol-11.0ug,Carotenes-0.0ug,Re-11.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.9mg,C-0.0mg",(Rawadosai)
